Module,Group,Quota,No_of_Bidders,Lowest_Bid,Lowest_Succ_Bid,Highest_Bid,Faculty,newStudent,pAcc,gAcc,Bid_Round,Acad_Yr,Semester
CS1102C,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,0,1,1,2B,2010,1
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2010,1
CS1102C,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3A,2010,1
CS1102C,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2010,1
CS1102C,LECTURE ALL,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2010,2
CS1102C,LECTURE ALL,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS1102C,LECTURE ALL,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2010,2
CS1102C,LECTURE ALL,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2010,2
CS1102C,LECTURE ALL,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS1102C,LECTURE ALL,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2010,2
CS1102C,LECTURE ALL,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2010,2
CS1102C,LECTURE ALL,10,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS1102C,LECTURE ALL,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2A,2010,2
CS1102C,LECTURE ALL,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2010,2
CS1102C,LECTURE ALL,10,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS1102C,LECTURE ALL,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2010,2
CS1102C,LECTURE ALL,17,5,1,1,1000,SCHOOL OF COMPUTING,2,1,1,2C,2010,2
CS1102C,LECTURE ALL,12,1,1,1,1,SCHOOL OF COMPUTING,2,1,1,3A,2010,2
CS1102C,LECTURE ALL,11,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2010,2
CS1102S,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2008,2
CS1102S,LECTURE 1,3,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2008,2
CS1102S,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2008,2
CS1102S,LECTURE 1,31,27,1,1,123,SCHOOL OF COMPUTING,1,1,0,1A,2008,2
CS1102S,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2008,2
CS1102S,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,2
CS1102S,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2008,2
CS1102S,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2008,2
CS1102S,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2008,2
CS1102S,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2008,2
CS1102S,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2A,2008,2
CS1102S,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2008,2
CS1102S,LECTURE 1,6,1,1,1,1,SCHOOL OF COMPUTING,2,1,0,2B,2008,2
CS1102S,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2008,2
CS1102S,LECTURE 1,11,1,1,1,1,SCHOOL OF COMPUTING,2,1,1,2C,2008,2
CS1102S,LECTURE 1,11,3,1,1,100,SCHOOL OF COMPUTING,2,1,1,3A,2008,2
CS1102S,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2008,2
CS1102S,LECTURE 1,4,1,300,1,300,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS1102S,LECTURE 1,17,15,1,1,50,SCHOOL OF COMPUTING,1,1,0,1A,2009,2
CS1102S,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,2
CS1102S,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2009,2
CS1102S,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2009,2
CS1102S,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2A,2009,2
CS1102S,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2009,2
CS1102S,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2009,2
CS1102S,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,2C,2009,2
CS1102S,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3A,2009,2
CS1102S,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2009,2
CS1102X,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2008,2
CS1102X,LECTURE 1,5,6,200,500,1002,SCIENCE,0,1,0,1A,2008,2
CS1102X,LECTURE 1,5,4,5,1,1000,SCHOOL OF COMPUTING,0,1,0,1A,2008,2
CS1102X,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2008,2
CS1102X,LECTURE 1,33,40,1,100,1261,SCHOOL OF COMPUTING,1,1,0,1A,2008,2
CS1102X,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2008,2
CS1102X,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,2
CS1102X,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2008,2
CS1102X,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2008,2
CS1102X,LECTURE 1,1,5,251,403,403,SCHOOL OF COMPUTING,2,1,0,2A,2008,2
CS1102X,LECTURE 1,5,3,1,1,801,SCHOOL OF COMPUTING,2,0,1,2A,2008,2
CS1102X,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2008,2
CS1102X,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2008,2
CS1102X,LECTURE 1,12,16,10,300,1050,SCHOOL OF COMPUTING,2,1,1,2C,2008,2
CS1102Y,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2008,2
CS1102Y,LECTURE 1,5,5,207,1,1072,SCIENCE,0,1,0,1A,2008,2
CS1102Y,LECTURE 1,7,3,1,1,1000,SCHOOL OF COMPUTING,0,1,0,1A,2008,2
CS1102Y,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2008,2
CS1102Y,LECTURE 1,50,20,1,1,200,SCHOOL OF COMPUTING,1,1,0,1A,2008,2
CS1102Y,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2008,2
CS1102Y,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,2
CS1102Y,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2008,2
CS1102Y,LECTURE 1,30,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2008,2
CS1102Y,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2008,2
CS1102Y,LECTURE 1,34,1,10,1,10,SCHOOL OF COMPUTING,2,1,0,2A,2008,2
CS1102Y,LECTURE 1,5,1,1000,1,1000,SCHOOL OF COMPUTING,2,0,1,2A,2008,2
CS1102Y,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2008,2
CS1102Y,LECTURE 1,33,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2008,2
CS1102Y,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2008,2
CS1102Y,LECTURE 1,47,4,1,1,400,SCHOOL OF COMPUTING,2,1,1,2C,2008,2
CS1102Y,LECTURE 1,43,10,1,1,737,SCHOOL OF COMPUTING,2,1,1,3A,2008,2
CS1102Y,LECTURE 1,35,1,1,1,1,SCHOOL OF COMPUTING,2,1,1,3B,2008,2
CS1105,LECTURE 1,50,15,1,1,500,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS1105,LECTURE 2,50,2,20,1,50,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS1105,LECTURE 1,35,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS1105,LECTURE 2,48,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS1105,LECTURE 1,34,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS1105,LECTURE 1,100,130,5,250,602,SCHOOL OF COMPUTING,1,1,0,1C,2008,1
CS1105,LECTURE 2,48,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS1105,LECTURE 2,100,112,1,30,647,SCHOOL OF COMPUTING,1,1,0,1C,2008,1
CS1105,LECTURE 1,74,20,1,1,608,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1105,LECTURE 2,88,9,1,1,400,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1105,LECTURE 1,54,10,1,1,400,SCHOOL OF COMPUTING,0,1,1,2B,2008,1
CS1105,LECTURE 2,79,3,100,1,101,SCHOOL OF COMPUTING,0,1,1,2B,2008,1
CS1105,LECTURE 2,1,3,55,201,201,SCHOOL OF COMPUTING,1,1,0,2B,2008,1
CS1105,LECTURE 1,48,49,5,6,1000,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1105,LECTURE 2,76,33,1,1,772,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1105,LECTURE 1,5,8,2,237,678,SCHOOL OF COMPUTING,2,1,1,3B,2008,1
CS1105,LECTURE 2,43,10,1,1,400,SCHOOL OF COMPUTING,2,1,1,3B,2008,1
CS1105,LECTURE 1,67,7,1,1,501,SCHOOL OF COMPUTING,0,1,0,1A,2008,2
CS1105,LECTURE 1,80,16,1,1,150,SCHOOL OF COMPUTING,1,1,0,1A,2008,2
CS1105,LECTURE 2,70,7,1,1,1000,SCHOOL OF COMPUTING,0,1,0,1A,2008,2
CS1105,LECTURE 2,74,23,1,1,400,SCHOOL OF COMPUTING,1,1,0,1A,2008,2
CS1105,LECTURE 1,60,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1B,2008,2
CS1105,LECTURE 1,64,1,1,1,1,SCHOOL OF COMPUTING,1,1,0,1B,2008,2
CS1105,LECTURE 2,63,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,2
CS1105,LECTURE 2,51,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2008,2
CS1105,LECTURE 1,122,4,1,1,10,SCHOOL OF COMPUTING,2,1,0,2A,2008,2
CS1105,LECTURE 2,114,1,202,1,202,SCHOOL OF COMPUTING,2,1,0,2A,2008,2
CS1105,LECTURE 1,118,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2008,2
CS1105,LECTURE 2,115,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2008,2
CS1105,LECTURE 1,149,16,1,1,900,SCHOOL OF COMPUTING,2,1,1,2C,2008,2
CS1105,LECTURE 2,145,27,1,1,2000,SCHOOL OF COMPUTING,2,1,1,2C,2008,2
CS1105,LECTURE 1,133,6,1,1,111,SCHOOL OF COMPUTING,2,1,1,3A,2008,2
CS1105,LECTURE 2,118,8,1,1,921,SCHOOL OF COMPUTING,2,1,1,3A,2008,2
CS1105,LECTURE 1,134,5,1,1,50,SCHOOL OF COMPUTING,2,1,1,3B,2008,2
CS1105,LECTURE 2,116,4,1,1,7,SCHOOL OF COMPUTING,2,1,1,3B,2008,2
CS1105,LECTURE 1,20,6,1,1,2000,SCHOOL OF COMPUTING,0,1,0,1A,2009,1
CS1105,LECTURE 1,14,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1B,2009,1
CS1105,LECTURE 1,13,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1C,2009,1
CS1105,LECTURE 1,20,12,1,1,100,SCHOOL OF COMPUTING,1,1,0,1C,2009,1
CS1105,LECTURE 1,37,24,1,1,1074,SCHOOL OF COMPUTING,0,1,1,2A,2009,1
CS1105,LECTURE 1,8,6,1,1,150,SCHOOL OF COMPUTING,1,1,0,2A,2009,1
CS1105,LECTURE 1,13,8,1,1,247,SCHOOL OF COMPUTING,0,1,1,2B,2009,1
CS1105,LECTURE 1,2,1,1,1,1,SCHOOL OF COMPUTING,1,1,0,2B,2009,1
CS1105,LECTURE 1,7,5,24,1,420,SCHOOL OF COMPUTING,2,1,1,3A,2009,1
CS1105,LECTURE 1,7,7,1,1,248,SCHOOL OF COMPUTING,2,1,1,3B,2009,1
CS1105,LECTURE 1,40,7,1,1,100,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS1105,LECTURE 1,73,6,1,1,20,SCHOOL OF COMPUTING,1,1,0,1A,2009,2
CS1105,LECTURE 1,5,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,1,1,0,1A,2009,2
CS1105,LECTURE 1,33,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1B,2009,2
CS1105,LECTURE 1,67,1,1,1,1,SCHOOL OF COMPUTING,1,1,0,1B,2009,2
CS1105,LECTURE 1,5,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,1,1,0,1B,2009,2
CS1105,LECTURE 1,98,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2009,2
CS1105,LECTURE 1,5,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,2,1,0,2A,2009,2
CS1105,LECTURE 1,98,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2009,2
CS1105,LECTURE 1,5,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,2,1,0,2B,2009,2
CS1105,LECTURE 1,163,6,1,1,525,SCHOOL OF COMPUTING,2,1,1,2C,2009,2
CS1105,LECTURE 1,157,10,1,1,470,SCHOOL OF COMPUTING,2,1,1,3A,2009,2
CS1105,LECTURE 1,147,2,1,1,1,SCHOOL OF COMPUTING,2,1,1,3B,2009,2
CS1231,LECTURE 1,7,10,1,1000,2665,SCHOOL OF COMPUTING,0,1,0,1A,2008,2
CS1231,LECTURE 1,15,20,100,240,1300,SCHOOL OF COMPUTING,1,1,0,1A,2008,2
CS1231,LECTURE 2,40,0,0,0,0,ENGINEERING,0,1,0,1A,2008,2
CS1231,LECTURE 2,10,3,1,1,200,SCHOOL OF COMPUTING,0,1,0,1A,2008,2
CS1231,LECTURE 2,20,0,0,0,0,ENGINEERING,1,1,0,1A,2008,2
CS1231,LECTURE 2,60,52,1,1,500,SCHOOL OF COMPUTING,1,1,0,1A,2008,2
CS1231,LECTURE 2,40,0,0,0,0,ENGINEERING,0,1,0,1B,2008,2
CS1231,LECTURE 2,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,2
CS1231,LECTURE 2,20,0,0,0,0,ENGINEERING,1,1,0,1B,2008,2
CS1231,LECTURE 2,8,3,1,1,100,SCHOOL OF COMPUTING,1,1,0,1B,2008,2
CS1231,LECTURE 1,1,5,1,1095,1095,SCHOOL OF COMPUTING,2,1,0,2A,2008,2
CS1231,LECTURE 2,60,0,0,0,0,ENGINEERING,2,1,0,2A,2008,2
CS1231,LECTURE 2,13,6,1,1,100,SCHOOL OF COMPUTING,2,1,0,2A,2008,2
CS1231,LECTURE 2,60,1,1,1,1,ENGINEERING,2,1,0,2B,2008,2
CS1231,LECTURE 2,7,2,1,1,1,SCHOOL OF COMPUTING,2,1,0,2B,2008,2
CS1231,LECTURE 2,69,6,1,1,519,SCHOOL OF COMPUTING,2,1,1,2C,2008,2
CS1231,LECTURE 2,63,15,1,1,1500,SCHOOL OF COMPUTING,2,1,1,3A,2008,2
CS1231,LECTURE 2,48,5,1,1,500,SCHOOL OF COMPUTING,2,1,1,3B,2008,2
CS1231,SECTIONAL TEACHING 1,20,5,1,1,50,SCHOOL OF COMPUTING,0,1,0,1A,2009,1
CS1231,SECTIONAL TEACHING 2,40,2,1,1,250,SCHOOL OF COMPUTING,0,1,0,1A,2009,1
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,1
CS1231,SECTIONAL TEACHING 2,38,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,1
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2009,1
CS1231,SECTIONAL TEACHING 1,50,14,1,1,209,SCHOOL OF COMPUTING,1,1,0,1C,2009,1
CS1231,SECTIONAL TEACHING 2,38,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2009,1
CS1231,SECTIONAL TEACHING 1,25,13,1,1,500,SCHOOL OF COMPUTING,0,1,1,2A,2009,1
CS1231,SECTIONAL TEACHING 1,36,2,1,1,1,SCHOOL OF COMPUTING,1,1,0,2A,2009,1
CS1231,SECTIONAL TEACHING 2,48,20,1,1,1600,SCHOOL OF COMPUTING,0,1,1,2A,2009,1
CS1231,SECTIONAL TEACHING 1,12,1,169,1,169,SCHOOL OF COMPUTING,0,1,1,2B,2009,1
CS1231,SECTIONAL TEACHING 1,34,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,2B,2009,1
CS1231,SECTIONAL TEACHING 2,28,1,1,1,1,SCHOOL OF COMPUTING,0,1,1,2B,2009,1
CS1231,SECTIONAL TEACHING 1,37,5,1,1,957,SCHOOL OF COMPUTING,2,1,1,3A,2009,1
CS1231,SECTIONAL TEACHING 2,17,25,1,350,939,SCHOOL OF COMPUTING,2,1,1,3A,2009,1
CS1231,SECTIONAL TEACHING 1,34,5,1,1,1531,SCHOOL OF COMPUTING,2,1,1,3B,2009,1
CS1231,LECTURE 2,30,0,0,0,0,ENGINEERING,0,1,0,1A,2009,2
CS1231,LECTURE 2,15,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS1231,LECTURE 2,30,0,0,0,0,ENGINEERING,1,1,0,1A,2009,2
CS1231,LECTURE 2,45,27,1,1,250,SCHOOL OF COMPUTING,1,1,0,1A,2009,2
CS1231,LECTURE 2,30,0,0,0,0,ENGINEERING,0,1,0,1B,2009,2
CS1231,LECTURE 2,14,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,2
CS1231,LECTURE 2,30,0,0,0,0,ENGINEERING,1,1,0,1B,2009,2
CS1231,LECTURE 2,18,6,1,1,301,SCHOOL OF COMPUTING,1,1,0,1B,2009,2
CS1231,LECTURE 2,60,0,0,0,0,ENGINEERING,2,1,0,2A,2009,2
CS1231,LECTURE 2,26,6,1,1,10,SCHOOL OF COMPUTING,2,1,0,2A,2009,2
CS1231,LECTURE 2,60,5,1,1,4078,ENGINEERING,2,1,0,2B,2009,2
CS1231,LECTURE 2,20,1,100,1,100,SCHOOL OF COMPUTING,2,1,0,2B,2009,2
CS1231,LECTURE 1,5,8,1,1762,5394,SCHOOL OF COMPUTING,2,1,1,2C,2009,2
CS1231,LECTURE 2,79,22,1,1,1766,SCHOOL OF COMPUTING,2,1,1,2C,2009,2
CS1231,LECTURE 2,59,11,1,1,1000,SCHOOL OF COMPUTING,2,1,1,3A,2009,2
CS1231,LECTURE 2,48,5,1,1,1412,SCHOOL OF COMPUTING,2,1,1,3B,2009,2
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,ENGINEERING,0,1,0,1A,2010,1
CS1231,SECTIONAL TEACHING 1,50,8,1,1,100,SCHOOL OF COMPUTING,0,1,0,1A,2010,1
CS1231,SECTIONAL TEACHING 1,5,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,0,1,0,1A,2010,1
CS1231,SECTIONAL TEACHING 2,15,0,0,0,0,ENGINEERING,0,1,0,1A,2010,1
CS1231,SECTIONAL TEACHING 2,45,5,1,1,12,SCHOOL OF COMPUTING,0,1,0,1A,2010,1
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,ENGINEERING,0,1,0,1B,2010,1
CS1231,SECTIONAL TEACHING 1,42,2,1,1,1,SCHOOL OF COMPUTING,0,1,0,1B,2010,1
CS1231,SECTIONAL TEACHING 1,5,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,0,1,0,1B,2010,1
CS1231,SECTIONAL TEACHING 2,15,0,0,0,0,ENGINEERING,0,1,0,1B,2010,1
CS1231,SECTIONAL TEACHING 2,40,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,1
CS1231,SECTIONAL TEACHING 1,15,2,100,1,500,ENGINEERING,0,1,0,1C,2010,1
CS1231,SECTIONAL TEACHING 1,40,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2010,1
CS1231,SECTIONAL TEACHING 1,5,1,1,1,1,UNIVERSITY SCHOLARS PROGRAM,0,1,0,1C,2010,1
CS1231,SECTIONAL TEACHING 1,20,30,2,110,636,SCHOOL OF COMPUTING,1,1,0,1C,2010,1
CS1231,SECTIONAL TEACHING 2,15,3,100,1,501,ENGINEERING,0,1,0,1C,2010,1
CS1231,SECTIONAL TEACHING 2,40,1,777,1,777,SCHOOL OF COMPUTING,0,1,0,1C,2010,1
CS1231,SECTIONAL TEACHING 2,40,57,1,142,537,SCHOOL OF COMPUTING,1,1,0,1C,2010,1
CS1231,SECTIONAL TEACHING 1,62,10,1,1,699,SCHOOL OF COMPUTING,0,1,1,2A,2010,1
CS1231,SECTIONAL TEACHING 2,56,7,1,1,399,SCHOOL OF COMPUTING,0,1,1,2A,2010,1
CS1231,SECTIONAL TEACHING 1,52,2,1,1,50,SCHOOL OF COMPUTING,0,1,1,2B,2010,1
CS1231,SECTIONAL TEACHING 2,49,0,0,0,0,SCHOOL OF COMPUTING,0,1,1,2B,2010,1
CS1231,SECTIONAL TEACHING 2,1,10,10,645,645,SCHOOL OF COMPUTING,1,1,0,2B,2010,1
CS1231,SECTIONAL TEACHING 1,50,6,1,1,301,SCHOOL OF COMPUTING,2,1,1,3A,2010,1
CS1231,SECTIONAL TEACHING 2,49,27,1,1,650,SCHOOL OF COMPUTING,2,1,1,3A,2010,1
CS1231,SECTIONAL TEACHING 1,44,3,1,1,50,SCHOOL OF COMPUTING,2,1,1,3B,2010,1
CS1231,SECTIONAL TEACHING 2,22,2,1,1,1,SCHOOL OF COMPUTING,2,1,1,3B,2010,1
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,ENGINEERING,0,1,0,1A,2010,2
CS1231,SECTIONAL TEACHING 1,12,7,1,1,1001,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS1231,SECTIONAL TEACHING 1,20,17,1,1,600,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS1231,SECTIONAL TEACHING 1,10,4,2,1,100,UNIVERSITY SCHOLARS PROGRAM,1,1,0,1A,2010,2
CS1231,SECTIONAL TEACHING 2,15,0,0,0,0,ENGINEERING,0,1,0,1A,2010,2
CS1231,SECTIONAL TEACHING 2,19,4,1,1,350,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS1231,SECTIONAL TEACHING 2,15,23,1,250,617,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,ENGINEERING,0,1,0,1B,2010,2
CS1231,SECTIONAL TEACHING 1,5,1,100,1,100,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS1231,SECTIONAL TEACHING 1,3,2,1,1,1,SCHOOL OF COMPUTING,1,1,0,1B,2010,2
CS1231,SECTIONAL TEACHING 1,6,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,1,1,0,1B,2010,2
CS1231,SECTIONAL TEACHING 2,15,0,0,0,0,ENGINEERING,0,1,0,1B,2010,2
CS1231,SECTIONAL TEACHING 2,15,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,ENGINEERING,2,1,0,2A,2010,2
CS1231,SECTIONAL TEACHING 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS1231,SECTIONAL TEACHING 1,6,1,1,1,1,UNIVERSITY SCHOLARS PROGRAM,2,1,0,2A,2010,2
CS1231,SECTIONAL TEACHING 2,15,0,0,0,0,ENGINEERING,2,1,0,2A,2010,2
CS1231,SECTIONAL TEACHING 2,14,7,1,1,400,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS1231,SECTIONAL TEACHING 1,15,4,500,1,5500,ENGINEERING,2,1,0,2B,2010,2
CS1231,SECTIONAL TEACHING 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS1231,SECTIONAL TEACHING 1,5,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,2,1,0,2B,2010,2
CS1231,SECTIONAL TEACHING 2,15,5,1,1,5890,ENGINEERING,2,1,0,2B,2010,2
CS1231,SECTIONAL TEACHING 2,7,1,100,1,100,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS1231,SECTIONAL TEACHING 1,27,7,1,1,800,SCHOOL OF COMPUTING,2,1,1,2C,2010,2
CS1231,SECTIONAL TEACHING 2,21,11,1,1,1213,SCHOOL OF COMPUTING,2,1,1,2C,2010,2
CS1231,SECTIONAL TEACHING 1,20,6,1,1,1000,SCHOOL OF COMPUTING,2,1,1,3A,2010,2
CS1231,SECTIONAL TEACHING 2,10,2,10,1,10,SCHOOL OF COMPUTING,2,1,1,3A,2010,2
CS1231,SECTIONAL TEACHING 1,16,2,1,1,680,SCHOOL OF COMPUTING,2,1,1,3B,2010,2
CS1231,SECTIONAL TEACHING 2,9,1,1,1,1,SCHOOL OF COMPUTING,2,1,1,3B,2010,2
CS1231,SECTIONAL TEACHING 1,3,0,0,0,0,SCIENCE,0,1,0,1A,2011,1
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,ENGINEERING,0,1,0,1A,2011,1
CS1231,SECTIONAL TEACHING 1,12,3,1,1,500,SCHOOL OF COMPUTING,0,1,0,1A,2011,1
CS1231,SECTIONAL TEACHING 1,2,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,0,1,0,1A,2011,1
CS1231,SECTIONAL TEACHING 2,2,0,0,0,0,SCIENCE,0,1,0,1A,2011,1
CS1231,SECTIONAL TEACHING 2,15,0,0,0,0,ENGINEERING,0,1,0,1A,2011,1
CS1231,SECTIONAL TEACHING 2,15,1,100,1,100,SCHOOL OF COMPUTING,0,1,0,1A,2011,1
CS1231,SECTIONAL TEACHING 2,3,1,1,1,1,UNIVERSITY SCHOLARS PROGRAM,0,1,0,1A,2011,1
CS1231,SECTIONAL TEACHING 1,3,0,0,0,0,SCIENCE,0,1,0,1B,2011,1
CS1231,SECTIONAL TEACHING 1,15,0,0,0,0,ENGINEERING,0,1,0,1B,2011,1
CS1231,SECTIONAL TEACHING 1,9,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2011,1
CS1231,SECTIONAL TEACHING 1,2,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,0,1,0,1B,2011,1
